author,updated_at,like_count,text,video_id,public
@aichaabid1244,2023-12-17T11:28:07Z,0,Chouha Chouha Atfou Atfou,2E3NYSgdnCA,True
@animeworldamv5052,2023-09-17T16:55:38Z,0,والله ياخد فيكم الحق أ شوف تيفي اللي كتجيبو لينا بحال هاد الأشكال حبي الله و نعم الوكيل فيكم,2E3NYSgdnCA,True
@user-vl7bi8cn4g,2023-09-09T22:35:46Z,0,امراءة لوكانت في الجزاءر  عظم الله اجراكم,2E3NYSgdnCA,True
@wassifsiham3156,2023-08-30T10:34:17Z,0,هادي وحكمتوها  واخنوش  اش نديرو  فيه  هادي راه لاشيء  ولكن الدولة  كلها  خصها شيحكم  اصحيح  واش غنكوليكم  اللله ياخد الحق,2E3NYSgdnCA,True
@FatihaOudrhiri-np2ll,2023-07-29T18:35:45Z,0,Il faut fermer ce youtoub car c est honteux de vant les enfants😢😢😢😢😢😅😅😅😅😊😊😊😊,2E3NYSgdnCA,True
@zakariamekkaoui9291,2023-07-13T23:14:34Z,0,واك واك اعباد الله واك واك😂😂😂😂,2E3NYSgdnCA,True
@MyDido7,2023-06-14T13:34:27Z,0,سينياليو القناة لي كتشجع على الرذيلة والفساد,2E3NYSgdnCA,True
@bounnecheaimed4227,2023-06-11T13:25:03Z,0,متسواش,2E3NYSgdnCA,True
@hananemabrouk2738,2023-05-24T17:34:21Z,0,زوينة مسكينة جات معاها راقصة و لكن بغات تتزوج,2E3NYSgdnCA,True
@user-kh8ij6nl8h,2023-04-23T20:31:07Z,0,رخيصة بلا قياس,2E3NYSgdnCA,True
@zakariamekkaoui9291,2023-04-23T09:31:25Z,0,تسليم😂😂😂,2E3NYSgdnCA,True
@nezhalahsini1372,2023-04-22T18:41:57Z,0,شوف خيخي صهيونية الله يحرقها,2E3NYSgdnCA,True
@ayshakhabdulla4202,2023-03-25T10:36:01Z,0,https://youtube.com/shorts/arjUNbUB3PU?feature=share,2E3NYSgdnCA,True
@smraouisma3iil494,2023-03-18T20:56:26Z,0,الله.نزل.عليكم.النعلة,2E3NYSgdnCA,True
@zeynabfassi24,2023-02-26T22:16:20Z,0,Wlh ta darbona jnon fel3alam kolo O9ssim bilh,2E3NYSgdnCA,True
@foryouu4714,2023-02-24T09:36:49Z,0,شوف تيفي مساندة للضعارة👎🏼👎🏼 ديس ليك لهاد ولاد القحاب,2E3NYSgdnCA,True
@crazygirl9710e,2023-02-17T17:47:31Z,0,لا حول ولا قوه الا بالله العلي العظيم,2E3NYSgdnCA,True
